TIME:	3000
-180.0  72.0     0.0537     0.0230     0.0027     0.0007
-172.0  74.0     0.1166     0.0312     0.0027     0.0006
-168.0  72.0     0.0502     0.0193     0.0015     0.0006
-160.0  68.0     0.0547     0.0097     0.0013     0.0002
-158.0  68.0     0.0574     0.0303     0.0015     0.0009
-154.0  80.0     0.1152     0.0278     0.0030     0.0007
-150.0  70.0     0.1825     0.0313     0.0021     0.0004
-146.0  64.0     0.0453     0.0623     0.0014     0.0019
-144.0  62.0     0.0456     0.0580     0.0021     0.0015
-142.0  68.0     0.1032     0.0390     0.0042     0.0012
-140.0  58.0     0.0892     0.1094     0.0027     0.0033
-140.0  60.0     0.0099     0.0011     0.0003     0.0000
-132.0  60.0     0.0642     0.0467     0.0018     0.0015
-132.0  70.0     0.0920     0.0154     0.0021     0.0005
-124.0  58.0     0.0734     0.0596     0.0022     0.0017
-124.0  68.0     0.0850     0.0087     0.0023     0.0003
-120.0  62.0     0.1359     0.0446     0.0021     0.0004
-114.0  62.0     0.0546     0.0173     0.0010     0.0000
-112.0  62.0     0.0702     0.0270     0.0013     0.0005
-108.0  60.0     0.0830     0.0218     0.0018     0.0005
-102.0  58.0     0.0635     0.0158     0.0020     0.0004
-102.0  66.0     0.0833     0.0180     0.0024     0.0006
-102.0  68.0     0.0643     0.0127     0.0021     0.0004
-100.0  48.0     0.0255     0.0054     0.0008     0.0001
 -96.0  64.0     0.0978     0.0292     0.0026     0.0005
 -94.0  58.0     0.0860     0.0143     0.0028     0.0005
 -92.0  -2.0     0.0919     0.1684     0.0028     0.0050
 -92.0  56.0     0.0970     0.0116     0.0030     0.0003
 -90.0   0.0     0.0945     0.1678     0.0029     0.0050
 -90.0   4.0     0.1009     0.1608     0.0031     0.0048
 -88.0  -8.0     0.1163     0.1841     0.0037     0.0053
 -86.0   0.0     0.1046     0.1529     0.0032     0.0046
 -84.0  54.0     0.0842     0.0144     0.0026     0.0006
 -84.0  58.0     0.0654     0.0083     0.0021     0.0003
 -82.0  54.0     0.1271     0.0241     0.0041     0.0006
 -80.0  64.0     0.0630     0.0340     0.0021     0.0011
 -80.0  66.0     0.0667     0.0660     0.0020     0.0019
 -78.0  64.0     0.0767     0.0124     0.0024     0.0004
 -72.0 -24.0     0.0635     0.0895     0.0021     0.0027
 -70.0  -6.0     0.0654     0.0410     0.0022     0.0012
 -70.0  60.0     0.0606     0.0551     0.0017     0.0017
 -70.0  62.0     0.0753     0.0656     0.0018     0.0020
 -68.0 -26.0     0.0585     0.0768     0.0021     0.0023
 -68.0 -20.0     0.0600     0.0898     0.0020     0.0026
 -68.0  70.0     0.0944     0.0714     0.0028     0.0022
 -66.0 -60.0     0.0585     0.0026     0.0027     0.0002
 -66.0 -28.0     0.0580     0.0865     0.0020     0.0025
 -66.0 -26.0     0.0602     0.0863     0.0021     0.0025
 -66.0   4.0     0.0979     0.0262     0.0033     0.0008
 -64.0 -62.0     0.0455     0.0174     0.0020     0.0009
 -64.0 -22.0     0.0808     0.0803     0.0033     0.0023
 -64.0 -10.0     0.0660     0.0465     0.0022     0.0012
 -64.0  -8.0     0.0441     0.0011     0.0016     0.0000
 -64.0  -2.0     0.0567     0.0473     0.0018     0.0014
 -62.0  -4.0     0.0612     0.0393     0.0020     0.0011
 -62.0   2.0     0.0263     0.0033     0.0009     0.0002
 -62.0  58.0     0.0685     0.0525     0.0020     0.0016
 -62.0  62.0     0.0679     0.0589     0.0019     0.0017
 -60.0 -64.0     0.0166     0.0020     0.0005     0.0001
 -60.0 -62.0     0.0293     0.0082     0.0013     0.0004
 -60.0 -60.0     0.0343     0.0025     0.0014     0.0001
 -58.0 -64.0     0.0352     0.0043     0.0016     0.0002
 -58.0   0.0     0.1071     0.0019     0.0033     0.0002
 -58.0   2.0     0.0786     0.0566     0.0032     0.0013
 -58.0  64.0     0.0762     0.0563     0.0023     0.0017
 -56.0   0.0     0.0224     0.0030     0.0015     0.0001
 -56.0  10.0     0.0238     0.0034     0.0013     0.0007
 -56.0  70.0     0.1178     0.0480     0.0036     0.0015
 -54.0  -4.0     0.0492     0.0058     0.0033     0.0002
 -54.0  -2.0     0.0313     0.0109     0.0014     0.0009
 -54.0   2.0     0.0328     0.0066     0.0014     0.0002
 -54.0   6.0     0.0196     0.0015     0.0006     0.0001
 -52.0   4.0     0.0212     0.0024     0.0011     0.0003
 -52.0   6.0     0.0190     0.0010     0.0006     0.0000
 -52.0   8.0     0.0307     0.0012     0.0014     0.0002
 -50.0   8.0     0.0172     0.0013     0.0006     0.0001
 -44.0   2.0     0.0294     0.0020     0.0010     0.0001
 -42.0   2.0     0.0840     0.0018     0.0049     0.0001
 -42.0   4.0     0.0786     0.0021     0.0044     0.0004
 -40.0  -4.0     0.0278     0.0033     0.0010     0.0001
 -38.0 -12.0     0.0298     0.0085     0.0012     0.0002
 -36.0  -6.0     0.0197     0.0033     0.0007     0.0001
 -36.0  -4.0     0.0198     0.0029     0.0007     0.0001
 -36.0  72.0     0.0467     0.0061     0.0018     0.0005
 -34.0  -2.0     0.0247     0.0043     0.0009     0.0001
 -32.0  -8.0     0.0208     0.0029     0.0008     0.0001
 -32.0  60.0     0.0450     0.0062     0.0014     0.0003
 -30.0  22.0     0.0964     0.0060     0.0040     0.0002
 -28.0  18.0     0.0504     0.0074     0.0018     0.0002
 -28.0  22.0     0.1055     0.0025     0.0039     0.0006
 -28.0  58.0     0.0613     0.0057     0.0017     0.0002
 -28.0  64.0     0.0371     0.0043     0.0013     0.0002
 -28.0  72.0     0.0595     0.0129     0.0018     0.0002
 -26.0  58.0     0.0597     0.0104     0.0019     0.0004
 -26.0  60.0     0.0566     0.0169     0.0014     0.0001
 -26.0  62.0     0.0582     0.0052     0.0015     0.0003
 -24.0  16.0     0.0365     0.0046     0.0015     0.0002
 -24.0  18.0     0.0379     0.0044     0.0014     0.0002
 -24.0  74.0     0.0429     0.0060     0.0018     0.0002
 -24.0  76.0     0.0503     0.0035     0.0017     0.0001
 -22.0  14.0     0.0342     0.0049     0.0013     0.0002
 -22.0  28.0     0.0201     0.0020     0.0006     0.0001
 -22.0  32.0     0.0251     0.0028     0.0008     0.0001
 -22.0  58.0     0.1368     0.0371     0.0022     0.0002
 -22.0  60.0     0.0538     0.0142     0.0020     0.0003
 -22.0  62.0     0.0717     0.0201     0.0017     0.0002
 -22.0  64.0     0.0447     0.0096     0.0013     0.0002
 -20.0  18.0     0.0552     0.0074     0.0019     0.0002
 -20.0  58.0     0.1109     0.0445     0.0044     0.0014
 -18.0  26.0     0.0213     0.0029     0.0006     0.0001
 -18.0  62.0     0.0445     0.0027     0.0014     0.0002
 -16.0  28.0     0.0162     0.0036     0.0005     0.0001
 -16.0  60.0     0.0738     0.0127     0.0027     0.0007
 -16.0  62.0     0.1057     0.0364     0.0024     0.0010
 -16.0  64.0     0.0583     0.0156     0.0015     0.0001
 -16.0  70.0     0.0548     0.0161     0.0020     0.0001
 -14.0  24.0     0.0310     0.0025     0.0014     0.0002
 -14.0  28.0     0.0217     0.0030     0.0007     0.0001
 -14.0  64.0     0.0514     0.0052     0.0015     0.0001
 -14.0  68.0     0.0588     0.0056     0.0021     0.0003
 -14.0  70.0     0.1358     0.0250     0.0034     0.0006
 -12.0  62.0     0.0496     0.0086     0.0013     0.0001
 -12.0  64.0     0.0611     0.0138     0.0023     0.0003
 -10.0  50.0     0.0359     0.0023     0.0012     0.0000
  -8.0  50.0     0.0335     0.0043     0.0013     0.0002
  -8.0  64.0     0.0630     0.0181     0.0017     0.0002
  -8.0  70.0     0.0554     0.0087     0.0023     0.0004
  -6.0  56.0     0.0399     0.0076     0.0020     0.0003
  -6.0  64.0     0.0736     0.0186     0.0026     0.0008
  -6.0  68.0     0.0707     0.0170     0.0027     0.0008
  -6.0  78.0     0.0238     0.0043     0.0009     0.0001
  -4.0  46.0     0.0304     0.0037     0.0021     0.0002
  -4.0  52.0     0.0338     0.0097     0.0011     0.0002
  -4.0  60.0     0.0584     0.0093     0.0021     0.0003
  -4.0  78.0     0.0213     0.0025     0.0011     0.0002
  -2.0  48.0     0.0276     0.0010     0.0010     0.0001
  -2.0  52.0     0.0233     0.0015     0.0015     0.0001
   2.0  48.0     0.0244     0.0098     0.0009     0.0004
   2.0  54.0     0.0469     0.0058     0.0021     0.0002
   2.0  62.0     0.1255     0.0443     0.0038     0.0013
   2.0  74.0     0.0289     0.0059     0.0013     0.0005
   4.0   0.0     0.0269     0.0038     0.0018     0.0002
   4.0   2.0     0.0382     0.0083     0.0013     0.0003
   4.0  42.0     0.0365     0.0052     0.0013     0.0002
   4.0  50.0     0.0177     0.0022     0.0006     0.0000
   4.0  56.0     0.0471     0.0050     0.0017     0.0001
   4.0  60.0     0.0408     0.0042     0.0017     0.0002
   6.0   2.0     0.0253     0.0099     0.0011     0.0006
   6.0  44.0     0.0740     0.0065     0.0039     0.0004
   6.0  54.0     0.0430     0.0065     0.0031     0.0002
   6.0  64.0     0.2006     0.0471     0.0136     0.0036
   8.0  -2.0     0.0158     0.0030     0.0005     0.0001
   8.0  50.0     0.0185     0.0019     0.0010     0.0002
   8.0  52.0     0.0182     0.0010     0.0007     0.0001
   8.0  54.0     0.0274     0.0025     0.0013     0.0001
   8.0  56.0     0.0461     0.0034     0.0016     0.0001
   8.0  62.0     0.0489     0.0067     0.0014     0.0002
   8.0  84.0     0.0297     0.0017     0.0014     0.0001
  10.0  -2.0     0.0215     0.0029     0.0007     0.0001
  10.0   0.0     0.0630     0.0047     0.0022     0.0001
  10.0   4.0     0.0240     0.0020     0.0008     0.0001
  10.0  46.0     0.0429     0.0095     0.0020     0.0003
  10.0  56.0     0.0539     0.0014     0.0019     0.0001
  10.0  70.0     0.0351     0.0128     0.0010     0.0004
  10.0  84.0     0.0280     0.0032     0.0012     0.0001
  12.0  54.0     0.0317     0.0031     0.0012     0.0001
  12.0  56.0     0.0354     0.0045     0.0015     0.0002
  12.0  58.0     0.0350     0.0040     0.0014     0.0002
  12.0  74.0     0.0212     0.0049     0.0008     0.0001
  14.0  -2.0     0.0307     0.0055     0.0018     0.0008
  14.0  58.0     0.0634     0.0084     0.0038     0.0004
  14.0  62.0     0.0428     0.0039     0.0014     0.0002
  14.0  64.0     0.0561     0.0263     0.0017     0.0008
  14.0  74.0     0.0230     0.0020     0.0009     0.0002
  16.0  56.0     0.0350     0.0028     0.0015     0.0001
  16.0  58.0     0.0362     0.0045     0.0015     0.0001
  16.0  62.0     0.0363     0.0049     0.0016     0.0002
  18.0  58.0     0.0219     0.0080     0.0009     0.0004
  18.0  60.0     0.0507     0.0133     0.0017     0.0003
  18.0  72.0     0.0234     0.0008     0.0006     0.0001
  20.0  50.0     0.0864     0.0061     0.0053     0.0004
  20.0  64.0     0.1027     0.0132     0.0032     0.0005
  20.0  72.0     0.0264     0.0028     0.0009     0.0001
  20.0  76.0     0.0260     0.0028     0.0011     0.0001
  22.0  58.0     0.0173     0.0030     0.0005     0.0001
  22.0  60.0     0.0399     0.0055     0.0015     0.0002
  22.0  68.0     0.0752     0.0154     0.0020     0.0003
  22.0  76.0     0.0240     0.0015     0.0011     0.0001
  24.0  62.0     0.0498     0.0066     0.0016     0.0002
  24.0  76.0     0.0351     0.0119     0.0014     0.0006
  26.0   4.0     0.0495     0.0025     0.0027     0.0002
  26.0  58.0     0.0486     0.0062     0.0029     0.0006
  26.0  60.0     0.0194     0.0023     0.0009     0.0001
  26.0  66.0     0.0388     0.0099     0.0012     0.0004
  26.0  78.0     0.0236     0.0043     0.0008     0.0001
  28.0  -2.0     0.0219     0.0036     0.0008     0.0001
  28.0   2.0     0.0319     0.0006     0.0012     0.0001
  28.0  58.0     0.0230     0.0033     0.0008     0.0001
  28.0  68.0     0.1059     0.0497     0.0031     0.0014
  28.0  78.0     0.0242     0.0042     0.0008     0.0001
  28.0  80.0     0.0270     0.0033     0.0015     0.0001
  30.0  -4.0     0.0226     0.0029     0.0008     0.0001
